1{'age_gps_data': '0.50', 'easting': 2279607.0956550227, 'latd': 44.56740323166667, 'lat_direction': 'N', 'timestamp': '231441.00', 'lond': 123.27509206833334, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055241', 'antenna_altitude': '51.239', 'geo_sep': '', 'latitude': '4434.0441939', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.59536806215}
2{'age_gps_data': '0.78', 'easting': 2279608.2571940115, 'latd': 44.56741224, 'lat_direction': 'N', 'timestamp': '231738.00', 'lond': 123.27507787, 'gps_qual': '2', 'ref_station_id': '0244*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5046722', 'antenna_altitude': '52.304', 'geo_sep': '', 'latitude': '4434.0447344', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103878.55703065358}
3{'age_gps_data': '', 'easting': 2279608.019630887, 'latd': 44.567418221666664, 'lat_direction': 'N', 'timestamp': '231738.00', 'lond': 123.27508115, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048690', 'antenna_altitude': '45.285', 'geo_sep': '', 'latitude': '4434.0450933', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.2302551642}
1{'age_gps_data': '0.55', 'easting': 2279607.195459252, 'latd': 44.56740438666667, 'lat_direction': 'N', 'timestamp': '231737.00', 'lond': 123.27509086666667, 'gps_qual': '2', 'ref_station_id': '0244*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054520', 'antenna_altitude': '51.171', 'geo_sep': '', 'latitude': '4434.0442632', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.7203552099}
2{'age_gps_data': '0.63', 'easting': 2279608.1553156436, 'latd': 44.567411755, 'lat_direction': 'N', 'timestamp': '231739.00', 'lond': 123.27507913, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047478', 'antenna_altitude': '52.067', 'geo_sep': '', 'latitude': '4434.0447053', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50660755578}
1{'age_gps_data': '0.78', 'easting': 2279607.1972365445, 'latd': 44.567404401666664, 'lat_direction': 'N', 'timestamp': '231738.00', 'lond': 123.275090845, 'gps_qual': '2', 'ref_station_id': '0244*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054507', 'antenna_altitude': '51.172', 'geo_sep': '', 'latitude': '4434.0442641', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.72196188848}
3{'age_gps_data': '', 'easting': 2279608.0131832785, 'latd': 44.567418161666666, 'lat_direction': 'N', 'timestamp': '231739.00', 'lond': 123.27508122833333, 'gps_qual': '1', 'ref_station_id': '*0C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048737', 'antenna_altitude': '45.297', 'geo_sep': '', 'latitude': '4434.0450897', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22380572278}
2{'age_gps_data': '0.76', 'easting': 2279608.0716364267, 'latd': 44.56741135833333, 'lat_direction': 'N', 'timestamp': '231740.00', 'lond': 123.275080165, 'gps_qual': '2', 'ref_station_id': '0244*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048099', 'antenna_altitude': '51.877', 'geo_sep': '', 'latitude': '4434.0446815', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.46538027655}
3{'age_gps_data': '', 'easting': 2279608.009628696, 'latd': 44.56741813166666, 'lat_direction': 'N', 'timestamp': '231740.00', 'lond': 123.27508127166666, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048763', 'antenna_altitude': '45.292', 'geo_sep': '', 'latitude': '4434.0450879', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22059237026}
1{'age_gps_data': '0.55', 'easting': 2279607.1938155205, 'latd': 44.56740440666667, 'lat_direction': 'N', 'timestamp': '231739.00', 'lond': 123.27509088833334, 'gps_qual': '2', 'ref_station_id': '0244*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054533', 'antenna_altitude': '51.168', 'geo_sep': '', 'latitude': '4434.0442644', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.72263536043}
2{'age_gps_data': '0.57', 'easting': 2279608.0102898227, 'latd': 44.567411058333334, 'lat_direction': 'N', 'timestamp': '231741.00', 'lond': 123.27508092333333, 'gps_qual': '2', 'ref_station_id': '0244*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048554', 'antenna_altitude': '51.701', 'geo_sep': '', 'latitude': '4434.0446635', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.43413331546}
3{'age_gps_data': '', 'easting': 2279608.0056911474, 'latd': 44.56741814, 'lat_direction': 'N', 'timestamp': '231741.00', 'lond': 123.27508132166666, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048793', 'antenna_altitude': '45.289', 'geo_sep': '', 'latitude': '4434.0450884', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22165420186}
1{'age_gps_data': '0.77', 'easting': 2279607.1951971273, 'latd': 44.567404456666665, 'lat_direction': 'N', 'timestamp': '231740.00', 'lond': 123.27509087333334, 'gps_qual': '2', 'ref_station_id': '0244*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054524', 'antenna_altitude': '51.172', 'geo_sep': '', 'latitude': '4434.0442674', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.72814704757}
2{'age_gps_data': '0.78', 'easting': 2279607.9508770155, 'latd': 44.567410745, 'lat_direction': 'N', 'timestamp': '231742.00', 'lond': 123.27508165666667, 'gps_qual': '2', 'ref_station_id': '0244*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048994', 'antenna_altitude': '51.566', 'geo_sep': '', 'latitude': '4434.0446447', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.40133746061}
1{'age_gps_data': '0.62', 'easting': 2279607.200831787, 'latd': 44.567404511666666, 'lat_direction': 'N', 'timestamp': '231741.00', 'lond': 123.275090805, 'gps_qual': '2', 'ref_station_id': '0244*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054483', 'antenna_altitude': '51.161', 'geo_sep': '', 'latitude': '4434.0442707', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.7340685064}
3{'age_gps_data': '', 'easting': 2279608.003254796, 'latd': 44.567418195, 'lat_direction': 'N', 'timestamp': '231742.00', 'lond': 123.275081355, 'gps_qual': '1', 'ref_station_id': '*01\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048813', 'antenna_altitude': '45.278', 'geo_sep': '', 'latitude': '4434.0450917', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22785299923}
2{'age_gps_data': '0.57', 'easting': 2279607.8996725236, 'latd': 44.56741057166667, 'lat_direction': 'N', 'timestamp': '231743.00', 'lond': 123.27508229333333, 'gps_qual': '2', 'ref_station_id': '0244*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049376', 'antenna_altitude': '51.423', 'geo_sep': '', 'latitude': '4434.0446343', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.38382520527}
3{'age_gps_data': '', 'easting': 2279608.005575305, 'latd': 44.56741824833333, 'lat_direction': 'N', 'timestamp': '231743.00', 'lond': 123.27508132833333, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048797', 'antenna_altitude': '45.277', 'geo_sep': '', 'latitude': '4434.0450949', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.23370303586}
1{'age_gps_data': '0.78', 'easting': 2279607.1949694147, 'latd': 44.56740443166667, 'lat_direction': 'N', 'timestamp': '231742.00', 'lond': 123.275090875, 'gps_qual': '2', 'ref_station_id': '0244*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054525', 'antenna_altitude': '51.171', 'geo_sep': '', 'latitude': '4434.0442659', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.72537529003}
2{'age_gps_data': '0.72', 'easting': 2279607.8629396316, 'latd': 44.567410376666665, 'lat_direction': 'N', 'timestamp': '231744.00', 'lond': 123.27508274666667, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049648', 'antenna_altitude': '51.336', 'geo_sep': '', 'latitude': '4434.0446226', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.36340670101}
3{'age_gps_data': '', 'easting': 2279607.9921305124, 'latd': 44.56741808833333, 'lat_direction': 'N', 'timestamp': '231744.00', 'lond': 123.27508149, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048894', 'antenna_altitude': '45.300', 'geo_sep': '', 'latitude': '4434.0450853', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.21637570858}
1{'age_gps_data': '0.59', 'easting': 2279607.192494904, 'latd': 44.56740447666667, 'lat_direction': 'N', 'timestamp': '231743.00', 'lond': 123.27509090833334, 'gps_qual': '2', 'ref_station_id': '0244*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054545', 'antenna_altitude': '51.147', 'geo_sep': '', 'latitude': '4434.0442686', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.73046356905}
2{'age_gps_data': '0.59', 'easting': 2279607.831372004, 'latd': 44.56741014833333, 'lat_direction': 'N', 'timestamp': '231745.00', 'lond': 123.27508313333334, 'gps_qual': '2', 'ref_station_id': '0244*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049880', 'antenna_altitude': '51.263', 'geo_sep': '', 'latitude': '4434.0446089', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.33910459373}
1{'age_gps_data': '0.75', 'easting': 2279607.1959782764, 'latd': 44.56740445333333, 'lat_direction': 'N', 'timestamp': '231744.00', 'lond': 123.27509086333333, 'gps_qual': '2', 'ref_station_id': '0244*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054518', 'antenna_altitude': '51.164', 'geo_sep': '', 'latitude': '4434.0442672', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.72774959449}
3{'age_gps_data': '', 'easting': 2279607.9927793513, 'latd': 44.567418085, 'lat_direction': 'N', 'timestamp': '231745.00', 'lond': 123.27508148166666, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048889', 'antenna_altitude': '45.308', 'geo_sep': '', 'latitude': '4434.0450851', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.21598280221}
2{'age_gps_data': '0.74', 'easting': 2279607.801774969, 'latd': 44.567410055, 'lat_direction': 'N', 'timestamp': '231746.00', 'lond': 123.27508350166667, 'gps_qual': '2', 'ref_station_id': '0244*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050101', 'antenna_altitude': '51.190', 'geo_sep': '', 'latitude': '4434.0446033', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.32974451594}
3{'age_gps_data': '', 'easting': 2279607.991884971, 'latd': 44.56741809333333, 'lat_direction': 'N', 'timestamp': '231746.00', 'lond': 123.27508149333333, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048896', 'antenna_altitude': '45.305', 'geo_sep': '', 'latitude': '4434.0450856', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.21694006305}
1{'age_gps_data': '', 'easting': 2279607.0990826995, 'latd': 44.567398825, 'lat_direction': 'N', 'timestamp': '231745.00', 'lond': 123.27509181333333, 'gps_qual': '1', 'ref_station_id': '*03\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055088', 'antenna_altitude': '50.142', 'geo_sep': '', 'latitude': '4434.0439295', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.10530266259}
2{'age_gps_data': '0.55', 'easting': 2279607.7820300953, 'latd': 44.56740990833333, 'lat_direction': 'N', 'timestamp': '231747.00', 'lond': 123.27508374333334, 'gps_qual': '2', 'ref_station_id': '0244*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050246', 'antenna_altitude': '51.141', 'geo_sep': '', 'latitude': '4434.0445945', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.31411611848}
3{'age_gps_data': '', 'easting': 2279607.9914650936, 'latd': 44.56741815666667, 'lat_direction': 'N', 'timestamp': '231747.00', 'lond': 123.27508150166666, 'gps_qual': '1', 'ref_station_id': '*03\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048901', 'antenna_altitude': '45.301', 'geo_sep': '', 'latitude': '4434.0450894', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22399609629}
1{'age_gps_data': '', 'easting': 2279607.1010304643, 'latd': 44.567398850000004, 'lat_direction': 'N', 'timestamp': '231746.00', 'lond': 123.27509179, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055074', 'antenna_altitude': '50.123', 'geo_sep': '', 'latitude': '4434.0439310', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.10801531654}
2{'age_gps_data': '0.78', 'easting': 2279607.759299297, 'latd': 44.567409776666665, 'lat_direction': 'N', 'timestamp': '231748.00', 'lond': 123.27508402333333, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050414', 'antenna_altitude': '51.105', 'geo_sep': '', 'latitude': '4434.0445866', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.30025807489}
1{'age_gps_data': '', 'easting': 2279607.100566068, 'latd': 44.567398901666664, 'lat_direction': 'N', 'timestamp': '231747.00', 'lond': 123.27509179833334, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055079', 'antenna_altitude': '50.106', 'geo_sep': '', 'latitude': '4434.0439341', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.11377574224}
3{'age_gps_data': '', 'easting': 2279608.0030053933, 'latd': 44.567418268333334, 'lat_direction': 'N', 'timestamp': '231748.00', 'lond': 123.27508136166666, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048817', 'antenna_altitude': '45.295', 'geo_sep': '', 'latitude': '4434.0450961', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.2360150097}
2{'age_gps_data': '0.49', 'easting': 2279607.740771919, 'latd': 44.56740967166667, 'lat_direction': 'N', 'timestamp': '231749.00', 'lond': 123.27508425166667, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050551', 'antenna_altitude': '51.068', 'geo_sep': '', 'latitude': '4434.0445803', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.28922047932}
3{'age_gps_data': '', 'easting': 2279607.9997002133, 'latd': 44.567418165, 'lat_direction': 'N', 'timestamp': '231749.00', 'lond': 123.27508139833333, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048839', 'antenna_altitude': '45.313', 'geo_sep': '', 'latitude': '4434.0450899', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22463964578}
1{'age_gps_data': '', 'easting': 2279610.4433867466, 'latd': 44.56741421833333, 'lat_direction': 'N', 'timestamp': '231748.00', 'lond': 123.27505042666667, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5030256', 'antenna_altitude': '58.059', 'geo_sep': '', 'latitude': '4434.0448531', 'num_sats': '10', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103878.70186575595}
2{'age_gps_data': '0.78', 'easting': 2279607.7255027, 'latd': 44.567409588333334, 'lat_direction': 'N', 'timestamp': '231750.00', 'lond': 123.27508444, 'gps_qual': '2', 'ref_station_id': '0244*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050664', 'antenna_altitude': '51.036', 'geo_sep': '', 'latitude': '4434.0445753', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.28047989495}
3{'age_gps_data': '', 'easting': 2279607.9954828233, 'latd': 44.5674181, 'lat_direction': 'N', 'timestamp': '231750.00', 'lond': 123.27508144833334, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048869', 'antenna_altitude': '45.325', 'geo_sep': '', 'latitude': '4434.0450860', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.21755765285}
1{'age_gps_data': '', 'easting': 2279610.449876377, 'latd': 44.56741422, 'lat_direction': 'N', 'timestamp': '231749.00', 'lond': 123.275050345, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5030207', 'antenna_altitude': '58.052', 'geo_sep': '', 'latitude': '4434.0448532', 'num_sats': '10', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103878.70182806347}
2{'age_gps_data': '0.58', 'easting': 2279607.712517078, 'latd': 44.56740958333334, 'lat_direction': 'N', 'timestamp': '231751.00', 'lond': 123.27508460333334, 'gps_qual': '2', 'ref_station_id': '0244*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050762', 'antenna_altitude': '51.000', 'geo_sep': '', 'latitude': '4434.0445750', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.28037019819}
1{'age_gps_data': '', 'easting': 2279607.120214296, 'latd': 44.56739898833333, 'lat_direction': 'N', 'timestamp': '231750.00', 'lond': 123.275091555, 'gps_qual': '1', 'ref_station_id': '*01\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054933', 'antenna_altitude': '50.086', 'geo_sep': '', 'latitude': '4434.0439393', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.12273646239}
3{'age_gps_data': '', 'easting': 2279607.9981417763, 'latd': 44.56741810333333, 'lat_direction': 'N', 'timestamp': '231751.00', 'lond': 123.275081415, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048849', 'antenna_altitude': '45.347', 'geo_sep': '', 'latitude': '4434.0450862', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.21783689596}
2{'age_gps_data': '0.78', 'easting': 2279607.7026039283, 'latd': 44.567409516666665, 'lat_direction': 'N', 'timestamp': '231752.00', 'lond': 123.275084725, 'gps_qual': '2', 'ref_station_id': '0244*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050835', 'antenna_altitude': '50.977', 'geo_sep': '', 'latitude': '4434.0445710', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.27329861932}
3{'age_gps_data': '', 'easting': 2279607.996075671, 'latd': 44.567418116666666, 'lat_direction': 'N', 'timestamp': '231752.00', 'lond': 123.27508144166667, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048865', 'antenna_altitude': '45.353', 'geo_sep': '', 'latitude': '4434.0450870', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.2193903355}
1{'age_gps_data': '', 'easting': 2279607.121980117, 'latd': 44.567399035, 'lat_direction': 'N', 'timestamp': '231751.00', 'lond': 123.275091535, 'gps_qual': '1', 'ref_station_id': '*03\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054921', 'antenna_altitude': '50.066', 'geo_sep': '', 'latitude': '4434.0439421', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.1278643366}
2{'age_gps_data': '0.59', 'easting': 2279607.6912925877, 'latd': 44.567409465, 'lat_direction': 'N', 'timestamp': '231753.00', 'lond': 123.275084865, 'gps_qual': '2', 'ref_station_id': '0244*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050919', 'antenna_altitude': '50.960', 'geo_sep': '', 'latitude': '4434.0445679', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.26794283558}
3{'age_gps_data': '', 'easting': 2279608.002443096, 'latd': 44.567418225, 'lat_direction': 'N', 'timestamp': '231753.00', 'lond': 123.27508136666667, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048820', 'antenna_altitude': '45.328', 'geo_sep': '', 'latitude': '4434.0450935', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.23121638875}
1{'age_gps_data': '', 'easting': 2279607.123567856, 'latd': 44.567399035, 'lat_direction': 'N', 'timestamp': '231752.00', 'lond': 123.275091515, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054909', 'antenna_altitude': '50.055', 'geo_sep': '', 'latitude': '4434.0439421', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.12780977786}
2{'age_gps_data': '0.78', 'easting': 2279607.682040994, 'latd': 44.56740939833333, 'lat_direction': 'N', 'timestamp': '231754.00', 'lond': 123.27508497833334, 'gps_qual': '2', 'ref_station_id': '0244*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050987', 'antenna_altitude': '50.951', 'geo_sep': '', 'latitude': '4434.0445639', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.26084852591}
1{'age_gps_data': '', 'easting': 2279607.121163305, 'latd': 44.56739909833333, 'lat_direction': 'N', 'timestamp': '231753.00', 'lond': 123.27509154833334, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054929', 'antenna_altitude': '50.032', 'geo_sep': '', 'latitude': '4434.0439459', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.13493401092}
3{'age_gps_data': '', 'easting': 2279607.991079629, 'latd': 44.567418125, 'lat_direction': 'N', 'timestamp': '231754.00', 'lond': 123.275081505, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048903', 'antenna_altitude': '45.338', 'geo_sep': '', 'latitude': '4434.0450875', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22048853897}
2{'age_gps_data': '0.59', 'easting': 2279607.6770271203, 'latd': 44.567409436666665, 'lat_direction': 'N', 'timestamp': '231755.00', 'lond': 123.27508504333333, 'gps_qual': '2', 'ref_station_id': '0244*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051026', 'antenna_altitude': '50.922', 'geo_sep': '', 'latitude': '4434.0445662', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.26528283954}
3{'age_gps_data': '', 'easting': 2279607.987128111, 'latd': 44.567418095, 'lat_direction': 'N', 'timestamp': '231755.00', 'lond': 123.27508155333334, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048932', 'antenna_altitude': '45.340', 'geo_sep': '', 'latitude': '4434.0450857', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.21728882473}
1{'age_gps_data': '', 'easting': 2279607.1222484894, 'latd': 44.56739914, 'lat_direction': 'N', 'timestamp': '231754.00', 'lond': 123.27509153666666, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054922', 'antenna_altitude': '50.003', 'geo_sep': '', 'latitude': '4434.0439484', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.1395293586}
2{'age_gps_data': '0.76', 'easting': 2279607.6683632624, 'latd': 44.56740942, 'lat_direction': 'N', 'timestamp': '231756.00', 'lond': 123.27508515166667, 'gps_qual': '2', 'ref_station_id': '0244*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051091', 'antenna_altitude': '50.913', 'geo_sep': '', 'latitude': '4434.0445652', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.26372749824}
3{'age_gps_data': '', 'easting': 2279607.9776016744, 'latd': 44.567418095, 'lat_direction': 'N', 'timestamp': '231756.00', 'lond': 123.27508167333333, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049004', 'antenna_altitude': '45.336', 'geo_sep': '', 'latitude': '4434.0450857', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.21761617623}
1{'age_gps_data': '', 'easting': 2279607.1284581646, 'latd': 44.567399241666664, 'lat_direction': 'N', 'timestamp': '231755.00', 'lond': 123.27509146333334, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054878', 'antenna_altitude': '50.001', 'geo_sep': '', 'latitude': '4434.0439545', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.15061960928}
