1{'age_gps_data': '0.51', 'easting': 2279781.2637126297, 'latd': 44.565164525, 'lat_direction': 'N', 'timestamp': '185343.00', 'lond': 123.272790635, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674381', 'antenna_altitude': '47.646', 'geo_sep': '', 'latitude': '4433.9098715', 'num_sats': '11', 'horizontal_dil': '0.7', 'altitude_units': 'M', 'northing': 103622.70637698192}
2{'age_gps_data': '0.34', 'easting': 2279780.8185592154, 'latd': 44.56516642333333, 'lat_direction': 'N', 'timestamp': '185542.00', 'lond': 123.27279633333333, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677800', 'antenna_altitude': '47.679', 'geo_sep': '', 'latitude': '4433.9099854', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93272362929}
3{'age_gps_data': '0.49', 'easting': 2279780.371768323, 'latd': 44.56516834333333, 'lat_direction': 'N', 'timestamp': '185543.00', 'lond': 123.27280205333334, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681232', 'antenna_altitude': '47.675', 'geo_sep': '', 'latitude': '4433.9101006', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16153549682}
1{'age_gps_data': '0.51', 'easting': 2279781.2609276194, 'latd': 44.56516452333334, 'lat_direction': 'N', 'timestamp': '185537.00', 'lond': 123.27279067, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674402', 'antenna_altitude': '47.652', 'geo_sep': '', 'latitude': '4433.9098714', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70628729742}
2{'age_gps_data': '0.49', 'easting': 2279780.8199141594, 'latd': 44.56516643166667, 'lat_direction': 'N', 'timestamp': '185543.00', 'lond': 123.27279631666667, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677790', 'antenna_altitude': '47.674', 'geo_sep': '', 'latitude': '4433.9099859', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9336036332}
3{'age_gps_data': '0.28', 'easting': 2279780.370319195, 'latd': 44.565168345000004, 'lat_direction': 'N', 'timestamp': '185544.00', 'lond': 123.27280207166666, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681243', 'antenna_altitude': '47.670', 'geo_sep': '', 'latitude': '4433.9101007', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16177055798}
1{'age_gps_data': '0.32', 'easting': 2279781.262175665, 'latd': 44.565164538333335, 'lat_direction': 'N', 'timestamp': '185538.00', 'lond': 123.272790655, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674393', 'antenna_altitude': '47.652', 'geo_sep': '', 'latitude': '4433.9098723', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70791219361}
2{'age_gps_data': '0.32', 'easting': 2279780.8176202863, 'latd': 44.56516642, 'lat_direction': 'N', 'timestamp': '185544.00', 'lond': 123.272796345, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677807', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9099852', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93238525558}
3{'age_gps_data': '0.45', 'easting': 2279780.370389098, 'latd': 44.565168363333335, 'lat_direction': 'N', 'timestamp': '185545.00', 'lond': 123.27280207166666, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681243', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9101018', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16380651575}
1{'age_gps_data': '0.49', 'easting': 2279781.2587608453, 'latd': 44.565164545, 'lat_direction': 'N', 'timestamp': '185539.00', 'lond': 123.27279069833334, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674419', 'antenna_altitude': '47.657', 'geo_sep': '', 'latitude': '4433.9098727', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70877065882}
2{'age_gps_data': '0.47', 'easting': 2279780.818326355, 'latd': 44.56516643166667, 'lat_direction': 'N', 'timestamp': '185545.00', 'lond': 123.27279633666667, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677802', 'antenna_altitude': '47.664', 'geo_sep': '', 'latitude': '4433.9099859', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9336581491}
3{'age_gps_data': '0.12', 'easting': 2279780.3684667554, 'latd': 44.565168345000004, 'lat_direction': 'N', 'timestamp': '185546.00', 'lond': 123.272802095, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681257', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9101007', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16183415987}
1{'age_gps_data': '0.14', 'easting': 2279781.2589682844, 'latd': 44.56516453, 'lat_direction': 'N', 'timestamp': '185540.00', 'lond': 123.272790695, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674417', 'antenna_altitude': '47.657', 'geo_sep': '', 'latitude': '4433.9098718', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70709578879}
2{'age_gps_data': '0.18', 'easting': 2279780.8157106587, 'latd': 44.565166405, 'lat_direction': 'N', 'timestamp': '185546.00', 'lond': 123.27279636833333, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677821', 'antenna_altitude': '47.664', 'geo_sep': '', 'latitude': '4433.9099843', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93078307156}
3{'age_gps_data': '0.43', 'easting': 2279780.368391632, 'latd': 44.56516836, 'lat_direction': 'N', 'timestamp': '185547.00', 'lond': 123.27280209666667, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681258', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9101016', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.1635044869}
1{'age_gps_data': '0.45', 'easting': 2279781.2603041637, 'latd': 44.56516453333333, 'lat_direction': 'N', 'timestamp': '185541.00', 'lond': 123.27279067833334, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674407', 'antenna_altitude': '47.657', 'geo_sep': '', 'latitude': '4433.9098720', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70742053352}
2{'age_gps_data': '0.47', 'easting': 2279780.816158446, 'latd': 44.565166418333334, 'lat_direction': 'N', 'timestamp': '185547.00', 'lond': 123.27279636333333, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677818', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9099851', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93225014117}
3{'age_gps_data': '0.16', 'easting': 2279780.368329218, 'latd': 44.56516837833333, 'lat_direction': 'N', 'timestamp': '185548.00', 'lond': 123.27280209833333, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681259', 'antenna_altitude': '47.659', 'geo_sep': '', 'latitude': '4433.9101027', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16554498672}
1{'age_gps_data': '0.20', 'easting': 2279781.2589122267, 'latd': 44.56516455, 'lat_direction': 'N', 'timestamp': '185542.00', 'lond': 123.27279069666666, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674418', 'antenna_altitude': '47.659', 'geo_sep': '', 'latitude': '4433.9098730', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.7093213778}
2{'age_gps_data': '0.28', 'easting': 2279780.8145833537, 'latd': 44.56516642166667, 'lat_direction': 'N', 'timestamp': '185548.00', 'lond': 123.27279638333333, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677830', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9099853', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93267483078}
3{'age_gps_data': '0.47', 'easting': 2279780.367629505, 'latd': 44.56516836833333, 'lat_direction': 'N', 'timestamp': '185549.00', 'lond': 123.27280210666666, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681264', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9101021', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16445717867}
2{'age_gps_data': '0.49', 'easting': 2279780.813851864, 'latd': 44.565166403333336, 'lat_direction': 'N', 'timestamp': '185549.00', 'lond': 123.27279639166667, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677835', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9099842', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9306615889}
1{'age_gps_data': '0.49', 'easting': 2279781.2597061275, 'latd': 44.56516455, 'lat_direction': 'N', 'timestamp': '185543.00', 'lond': 123.27279068666667, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674412', 'antenna_altitude': '47.654', 'geo_sep': '', 'latitude': '4433.9098730', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70929411985}
3{'age_gps_data': '0.22', 'easting': 2279780.3696830277, 'latd': 44.565168351666664, 'lat_direction': 'N', 'timestamp': '185550.00', 'lond': 123.27280208, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681248', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9101011', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16253361944}
1{'age_gps_data': '0.26', 'easting': 2279781.257796499, 'latd': 44.565164535, 'lat_direction': 'N', 'timestamp': '185544.00', 'lond': 123.27279071, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674426', 'antenna_altitude': '47.652', 'geo_sep': '', 'latitude': '4433.9098721', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70769193769}
2{'age_gps_data': '0.24', 'easting': 2279780.815143261, 'latd': 44.565166395, 'lat_direction': 'N', 'timestamp': '185550.00', 'lond': 123.272796375, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677825', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9099837', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92969072051}
3{'age_gps_data': '0.43', 'easting': 2279780.3697465756, 'latd': 44.56516836833333, 'lat_direction': 'N', 'timestamp': '185551.00', 'lond': 123.27280208, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681248', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9101021', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16438449081}
1{'age_gps_data': '0.45', 'easting': 2279781.2581743835, 'latd': 44.56516453, 'lat_direction': 'N', 'timestamp': '185545.00', 'lond': 123.272790705, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674423', 'antenna_altitude': '47.652', 'geo_sep': '', 'latitude': '4433.9098718', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70712304767}
2{'age_gps_data': '0.46', 'easting': 2279780.8138328, 'latd': 44.56516639833333, 'lat_direction': 'N', 'timestamp': '185551.00', 'lond': 123.27279639166667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677835', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9099839', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93010632508}
3{'age_gps_data': '0.21', 'easting': 2279780.369992146, 'latd': 44.565168363333335, 'lat_direction': 'N', 'timestamp': '185552.00', 'lond': 123.27280207666666, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681246', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9101018', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16382014472}
1{'age_gps_data': '0.12', 'easting': 2279781.256390716, 'latd': 44.565164513333336, 'lat_direction': 'N', 'timestamp': '185546.00', 'lond': 123.27279072666667, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674436', 'antenna_altitude': '47.650', 'geo_sep': '', 'latitude': '4433.9098708', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70533123519}
2{'age_gps_data': '0.34', 'easting': 2279780.8139460543, 'latd': 44.565166393333335, 'lat_direction': 'N', 'timestamp': '185552.00', 'lond': 123.27279639, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677834', 'antenna_altitude': '47.667', 'geo_sep': '', 'latitude': '4433.9099836', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92954652105}
3{'age_gps_data': '0.43', 'easting': 2279780.3695454905, 'latd': 44.565168385, 'lat_direction': 'N', 'timestamp': '185553.00', 'lond': 123.27280208333333, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681250', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9101031', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16624444816}
1{'age_gps_data': '0.43', 'easting': 2279781.257436542, 'latd': 44.56516451, 'lat_direction': 'N', 'timestamp': '185547.00', 'lond': 123.27279071333334, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674428', 'antenna_altitude': '47.654', 'geo_sep': '', 'latitude': '4433.9098706', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70492471848}
2{'age_gps_data': '1.34', 'easting': 2279780.812654658, 'latd': 44.565166401666666, 'lat_direction': 'N', 'timestamp': '185553.00', 'lond': 123.27279640666667, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677844', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9099841', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93051738851}
3{'age_gps_data': '0.17', 'easting': 2279780.369318984, 'latd': 44.565168395, 'lat_direction': 'N', 'timestamp': '185554.00', 'lond': 123.27280208666667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681252', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9101037', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16736405808}
1{'age_gps_data': '0.12', 'easting': 2279781.256939048, 'latd': 44.56516451833333, 'lat_direction': 'N', 'timestamp': '185548.00', 'lond': 123.27279072, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674432', 'antenna_altitude': '47.654', 'geo_sep': '', 'latitude': '4433.9098711', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70586832426}
2{'age_gps_data': '0.22', 'easting': 2279780.8133607274, 'latd': 44.56516641333333, 'lat_direction': 'N', 'timestamp': '185554.00', 'lond': 123.27279639833333, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677839', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9099848', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93179028016}
3{'age_gps_data': '0.47', 'easting': 2279780.3683112897, 'latd': 44.565168408333335, 'lat_direction': 'N', 'timestamp': '185555.00', 'lond': 123.2728021, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681260', 'antenna_altitude': '47.657', 'geo_sep': '', 'latitude': '4433.9101045', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16888109781}
1{'age_gps_data': '0.45', 'easting': 2279781.257026881, 'latd': 44.56516450666667, 'lat_direction': 'N', 'timestamp': '185549.00', 'lond': 123.27279071833334, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674431', 'antenna_altitude': '47.656', 'geo_sep': '', 'latitude': '4433.9098704', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.7045681728}
2{'age_gps_data': '0.49', 'easting': 2279780.811420457, 'latd': 44.565166425, 'lat_direction': 'N', 'timestamp': '185555.00', 'lond': 123.27279642333333, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677854', 'antenna_altitude': '47.656', 'geo_sep': '', 'latitude': '4433.9099855', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93315403629}
3{'age_gps_data': '0.28', 'easting': 2279780.36781266, 'latd': 44.565168381666666, 'lat_direction': 'N', 'timestamp': '185556.00', 'lond': 123.272802105, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681263', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9101029', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16593333334}
1{'age_gps_data': '0.20', 'easting': 2279781.2597113485, 'latd': 44.56516451666667, 'lat_direction': 'N', 'timestamp': '185550.00', 'lond': 123.272790685, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674411', 'antenna_altitude': '47.657', 'geo_sep': '', 'latitude': '4433.9098710', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70558783319}
2{'age_gps_data': '0.30', 'easting': 2279780.8117157314, 'latd': 44.56516639833333, 'lat_direction': 'N', 'timestamp': '185556.00', 'lond': 123.27279641833333, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677851', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9099839', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93017901294}
3{'age_gps_data': '0.51', 'easting': 2279780.3709385623, 'latd': 44.56516840333333, 'lat_direction': 'N', 'timestamp': '185557.00', 'lond': 123.27280206666667, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681240', 'antenna_altitude': '47.664', 'geo_sep': '', 'latitude': '4433.9101042', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16823497601}
1{'age_gps_data': '0.43', 'easting': 2279781.259226563, 'latd': 44.565164528333334, 'lat_direction': 'N', 'timestamp': '185551.00', 'lond': 123.27279069166667, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674415', 'antenna_altitude': '47.655', 'geo_sep': '', 'latitude': '4433.9098717', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70690161549}
2{'age_gps_data': '0.53', 'easting': 2279780.8144573895, 'latd': 44.56516642333333, 'lat_direction': 'N', 'timestamp': '185557.00', 'lond': 123.272796385, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677831', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9099854', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9328644611}
3{'age_gps_data': '0.26', 'easting': 2279780.368215967, 'latd': 44.56516838333334, 'lat_direction': 'N', 'timestamp': '185558.00', 'lond': 123.2728021, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681260', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9101030', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16610478982}
1{'age_gps_data': '0.16', 'easting': 2279781.259421296, 'latd': 44.56516451, 'lat_direction': 'N', 'timestamp': '185552.00', 'lond': 123.27279068833333, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674413', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9098706', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.7048565736}
2{'age_gps_data': '0.27', 'easting': 2279780.813713193, 'latd': 44.565166401666666, 'lat_direction': 'N', 'timestamp': '185558.00', 'lond': 123.27279639333334, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677836', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9099841', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93048104458}
3{'age_gps_data': '0.44', 'easting': 2279780.3679576865, 'latd': 44.565168385, 'lat_direction': 'N', 'timestamp': '185559.00', 'lond': 123.27280210333333, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681262', 'antenna_altitude': '47.667', 'geo_sep': '', 'latitude': '4433.9101031', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16629896499}
1{'age_gps_data': '1.16', 'easting': 2279781.26009559, 'latd': 44.565164513333336, 'lat_direction': 'N', 'timestamp': '185553.00', 'lond': 123.27279068, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674408', 'antenna_altitude': '47.658', 'geo_sep': '', 'latitude': '4433.9098708', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70520403236}
2{'age_gps_data': '1.27', 'easting': 2279780.813921767, 'latd': 44.56516642166667, 'lat_direction': 'N', 'timestamp': '185559.00', 'lond': 123.27279639166667, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677835', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9099853', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93269754667}
3{'age_gps_data': '0.20', 'easting': 2279780.3673278787, 'latd': 44.56516839333333, 'lat_direction': 'N', 'timestamp': '185600.00', 'lond': 123.27280211166666, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681267', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9101036', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16724711284}
1{'age_gps_data': '0.14', 'easting': 2279781.2607265343, 'latd': 44.56516454, 'lat_direction': 'N', 'timestamp': '185554.00', 'lond': 123.27279067333333, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674404', 'antenna_altitude': '47.654', 'geo_sep': '', 'latitude': '4433.9098724', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70814725384}
2{'age_gps_data': '0.26', 'easting': 2279780.8128060396, 'latd': 44.56516640666667, 'lat_direction': 'N', 'timestamp': '185600.00', 'lond': 123.272796405, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677843', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9099844', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93106810655}
3{'age_gps_data': '0.47', 'easting': 2279780.3686383353, 'latd': 44.56516839, 'lat_direction': 'N', 'timestamp': '185601.00', 'lond': 123.272802095, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681257', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9101034', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16683151014}
1{'age_gps_data': '0.47', 'easting': 2279781.258899517, 'latd': 44.565164546666665, 'lat_direction': 'N', 'timestamp': '185555.00', 'lond': 123.27279069666666, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674418', 'antenna_altitude': '47.651', 'geo_sep': '', 'latitude': '4433.9098728', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70895120222}
