3{'timestamp': '195715.00', 'gps_qual': '1', 'latitude': '4433.9739502', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '56.920', 'easting': 2279711.710731252, 'geo_sep': '', 'northing': 103743.83604627289, 'lat_direction': 'N', 'lond': 123.273718035, 'longitude': '12316.4230821', 'latd': 44.56623250333333, 'geo_sep_units': '', 'ref_station_id': '*0E\r\n', 'num_sats': '10', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195747.00', 'gps_qual': '2', 'latitude': '4433.9730576', 'age_gps_data': '0.65', 'lon_direction': 'W', 'antenna_altitude': '53.249', 'easting': 2279712.733675351, 'geo_sep': '', 'northing': 103742.14687726833, 'lat_direction': 'N', 'lond': 123.273704435, 'longitude': '12316.4222661', 'latd': 44.56621762666666, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195747.00', 'gps_qual': '2', 'latitude': '4433.9730576', 'age_gps_data': '0.65', 'lon_direction': 'W', 'antenna_altitude': '53.249', 'easting': 2279712.733675351, 'geo_sep': '', 'northing': 103742.14687726833, 'lat_direction': 'N', 'lond': 123.273704435, 'longitude': '12316.4222661', 'latd': 44.56621762666666, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195753.00', 'gps_qual': '2', 'latitude': '4433.9737317', 'age_gps_data': '0.42', 'lon_direction': 'W', 'antenna_altitude': '57.736', 'easting': 2279712.9861131627, 'geo_sep': '', 'northing': 103743.3873505257, 'lat_direction': 'N', 'lond': 123.273701795, 'longitude': '12316.4221077', 'latd': 44.566228861666666, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195748.00', 'gps_qual': '2', 'latitude': '4433.9731233', 'age_gps_data': '0.35', 'lon_direction': 'W', 'antenna_altitude': '53.408', 'easting': 2279712.704640895, 'geo_sep': '', 'northing': 103742.26962007955, 'lat_direction': 'N', 'lond': 123.27370485333333, 'longitude': '12316.4222912', 'latd': 44.566218721666665, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195748.00', 'gps_qual': '2', 'latitude': '4433.9731233', 'age_gps_data': '0.35', 'lon_direction': 'W', 'antenna_altitude': '53.408', 'easting': 2279712.704640895, 'geo_sep': '', 'northing': 103742.26962007955, 'lat_direction': 'N', 'lond': 123.27370485333333, 'longitude': '12316.4222912', 'latd': 44.566218721666665, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195754.00', 'gps_qual': '2', 'latitude': '4433.9737745', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '57.853', 'easting': 2279712.9685897995, 'geo_sep': '', 'northing': 103743.46726305969, 'lat_direction': 'N', 'lond': 123.27370205, 'longitude': '12316.4221230', 'latd': 44.566229575, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195749.00', 'gps_qual': '2', 'latitude': '4433.9730700', 'age_gps_data': '0.67', 'lon_direction': 'W', 'antenna_altitude': '53.315', 'easting': 2279712.738036093, 'geo_sep': '', 'northing': 103742.1697053602, 'lat_direction': 'N', 'lond': 123.27370439, 'longitude': '12316.4222634', 'latd': 44.56621783333333, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.9', 'altitude_units': 'M'}
1{'timestamp': '195749.00', 'gps_qual': '2', 'latitude': '4433.9730700', 'age_gps_data': '0.67', 'lon_direction': 'W', 'antenna_altitude': '53.315', 'easting': 2279712.738036093, 'geo_sep': '', 'northing': 103742.1697053602, 'lat_direction': 'N', 'lond': 123.27370439, 'longitude': '12316.4222634', 'latd': 44.56621783333333, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.9', 'altitude_units': 'M'}
2{'timestamp': '195755.00', 'gps_qual': '2', 'latitude': '4433.9738823', 'age_gps_data': '0.48', 'lon_direction': 'W', 'antenna_altitude': '57.970', 'easting': 2279712.891158229, 'geo_sep': '', 'northing': 103743.66968163382, 'lat_direction': 'N', 'lond': 123.27370311166666, 'longitude': '12316.4221867', 'latd': 44.56623137166667, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195755.00', 'gps_qual': '2', 'latitude': '4433.9718681', 'age_gps_data': '0.58', 'lon_direction': 'W', 'antenna_altitude': '53.794', 'easting': 2279714.077000887, 'geo_sep': '', 'northing': 103739.89653332345, 'lat_direction': 'N', 'lond': 123.27368656166666, 'longitude': '12316.4211937', 'latd': 44.56619780166667, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '06', 'horizontal_dil': '1.6', 'altitude_units': 'M'}
1{'timestamp': '195750.00', 'gps_qual': '2', 'latitude': '4433.9731743', 'age_gps_data': '0.37', 'lon_direction': 'W', 'antenna_altitude': '53.496', 'easting': 2279712.669114774, 'geo_sep': '', 'northing': 103742.36534596514, 'lat_direction': 'N', 'lond': 123.27370534166667, 'longitude': '12316.4223205', 'latd': 44.566219571666664, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195756.00', 'gps_qual': '2', 'latitude': '4433.9739842', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '58.096', 'easting': 2279712.823804446, 'geo_sep': '', 'northing': 103743.86082107201, 'lat_direction': 'N', 'lond': 123.27370404166666, 'longitude': '12316.4222425', 'latd': 44.56623307, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195751.00', 'gps_qual': '2', 'latitude': '4433.9732236', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '53.636', 'easting': 2279712.65438627, 'geo_sep': '', 'northing': 103742.45720735565, 'lat_direction': 'N', 'lond': 123.27370556666666, 'longitude': '12316.4223340', 'latd': 44.56622039333333, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195751.00', 'gps_qual': '2', 'latitude': '4433.9732236', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '53.636', 'easting': 2279712.65438627, 'geo_sep': '', 'northing': 103742.45720735565, 'lat_direction': 'N', 'lond': 123.27370556666666, 'longitude': '12316.4223340', 'latd': 44.56622039333333, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195757.00', 'gps_qual': '2', 'latitude': '4433.9741052', 'age_gps_data': '0.61', 'lon_direction': 'W', 'antenna_altitude': '57.935', 'easting': 2279712.6687495476, 'geo_sep': '', 'northing': 103744.09036596026, 'lat_direction': 'N', 'lond': 123.27370609166667, 'longitude': '12316.4223655', 'latd': 44.566235086666666, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195752.00', 'gps_qual': '2', 'latitude': '4433.9732748', 'age_gps_data': '0.68', 'lon_direction': 'W', 'antenna_altitude': '53.729', 'easting': 2279712.630251906, 'geo_sep': '', 'northing': 103742.55291259754, 'lat_direction': 'N', 'lond': 123.27370591166667, 'longitude': '12316.4223547', 'latd': 44.566221246666665, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195752.00', 'gps_qual': '2', 'latitude': '4433.9732748', 'age_gps_data': '0.68', 'lon_direction': 'W', 'antenna_altitude': '53.729', 'easting': 2279712.630251906, 'geo_sep': '', 'northing': 103742.55291259754, 'lat_direction': 'N', 'lond': 123.27370591166667, 'longitude': '12316.4223547', 'latd': 44.566221246666665, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195758.00', 'gps_qual': '2', 'latitude': '4433.9741939', 'age_gps_data': '0.33', 'lon_direction': 'W', 'antenna_altitude': '57.910', 'easting': 2279712.59010383, 'geo_sep': '', 'northing': 103744.257432919, 'lat_direction': 'N', 'lond': 123.27370715333333, 'longitude': '12316.4224292', 'latd': 44.566236565, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195758.00', 'gps_qual': '2', 'latitude': '4433.9720182', 'age_gps_data': '0.75', 'lon_direction': 'W', 'antenna_altitude': '53.258', 'easting': 2279713.8802642124, 'geo_sep': '', 'northing': 103740.18143359851, 'lat_direction': 'N', 'lond': 123.27368916, 'longitude': '12316.4213496', 'latd': 44.56620030333333, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '05', 'horizontal_dil': '2.5', 'altitude_units': 'M'}
1{'timestamp': '195753.00', 'gps_qual': '2', 'latitude': '4433.9733174', 'age_gps_data': '0.43', 'lon_direction': 'W', 'antenna_altitude': '53.798', 'easting': 2279712.6103341705, 'geo_sep': '', 'northing': 103742.63253675587, 'lat_direction': 'N', 'lond': 123.27370619666667, 'longitude': '12316.4223718', 'latd': 44.566221956666666, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195759.00', 'gps_qual': '2', 'latitude': '4433.9720695', 'age_gps_data': '0.38', 'lon_direction': 'W', 'antenna_altitude': '53.052', 'easting': 2279713.8323195684, 'geo_sep': '', 'northing': 103740.27814190928, 'lat_direction': 'N', 'lond': 123.273689805, 'longitude': '12316.4213883', 'latd': 44.566201158333335, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '05', 'horizontal_dil': '2.5', 'altitude_units': 'M'}
2{'timestamp': '195759.00', 'gps_qual': '2', 'latitude': '4433.9720695', 'age_gps_data': '0.38', 'lon_direction': 'W', 'antenna_altitude': '53.052', 'easting': 2279713.8323195684, 'geo_sep': '', 'northing': 103740.27814190928, 'lat_direction': 'N', 'lond': 123.273689805, 'longitude': '12316.4213883', 'latd': 44.566201158333335, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '05', 'horizontal_dil': '2.5', 'altitude_units': 'M'}
1{'timestamp': '195754.00', 'gps_qual': '2', 'latitude': '4433.9733366', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '53.828', 'easting': 2279712.5972647336, 'geo_sep': '', 'northing': 103742.66856425628, 'lat_direction': 'N', 'lond': 123.27370637666667, 'longitude': '12316.4223826', 'latd': 44.566222276666664, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195800.00', 'gps_qual': '2', 'latitude': '4433.9744188', 'age_gps_data': '0.66', 'lon_direction': 'W', 'antenna_altitude': '57.918', 'easting': 2279712.3831708, 'geo_sep': '', 'northing': 103744.6812918447, 'lat_direction': 'N', 'lond': 123.27370994, 'longitude': '12316.4225964', 'latd': 44.56624031333333, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195755.00', 'gps_qual': '2', 'latitude': '4433.9733799', 'age_gps_data': '0.23', 'lon_direction': 'W', 'antenna_altitude': '53.912', 'easting': 2279712.577920754, 'geo_sep': '', 'northing': 103742.74946584739, 'lat_direction': 'N', 'lond': 123.273706655, 'longitude': '12316.4223993', 'latd': 44.56622299833333, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195755.00', 'gps_qual': '2', 'latitude': '4433.9733799', 'age_gps_data': '0.23', 'lon_direction': 'W', 'antenna_altitude': '53.912', 'easting': 2279712.577920754, 'geo_sep': '', 'northing': 103742.74946584739, 'lat_direction': 'N', 'lond': 123.273706655, 'longitude': '12316.4223993', 'latd': 44.56622299833333, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195801.00', 'gps_qual': '2', 'latitude': '4433.9744331', 'age_gps_data': '0.12', 'lon_direction': 'W', 'antenna_altitude': '57.689', 'easting': 2279712.345576348, 'geo_sep': '', 'northing': 103744.70908170845, 'lat_direction': 'N', 'lond': 123.273710425, 'longitude': '12316.4226255', 'latd': 44.56624055166667, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '195756.00', 'gps_qual': '2', 'latitude': '4433.9734000', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '53.975', 'easting': 2279712.574038226, 'geo_sep': '', 'northing': 103742.7868455695, 'lat_direction': 'N', 'lond': 123.27370672, 'longitude': '12316.4224032', 'latd': 44.56622333333333, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195756.00', 'gps_qual': '2', 'latitude': '4433.9734000', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '53.975', 'easting': 2279712.574038226, 'geo_sep': '', 'northing': 103742.7868455695, 'lat_direction': 'N', 'lond': 123.27370672, 'longitude': '12316.4224032', 'latd': 44.56622333333333, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195802.00', 'gps_qual': '2', 'latitude': '4433.9745444', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '57.719', 'easting': 2279712.2503725467, 'geo_sep': '', 'northing': 103744.91859637573, 'lat_direction': 'N', 'lond': 123.27371171333333, 'longitude': '12316.4227028', 'latd': 44.56624240666667, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195757.00', 'gps_qual': '2', 'latitude': '4433.9734169', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '54.010', 'easting': 2279712.556853147, 'geo_sep': '', 'northing': 103742.81875240151, 'lat_direction': 'N', 'lond': 123.27370695, 'longitude': '12316.4224170', 'latd': 44.566223615, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195757.00', 'gps_qual': '2', 'latitude': '4433.9734169', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '54.010', 'easting': 2279712.556853147, 'geo_sep': '', 'northing': 103742.81875240151, 'lat_direction': 'N', 'lond': 123.27370695, 'longitude': '12316.4224170', 'latd': 44.566223615, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195803.00', 'gps_qual': '2', 'latitude': '4433.9746359', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '57.800', 'easting': 2279712.1835485115, 'geo_sep': '', 'northing': 103745.09044586867, 'lat_direction': 'N', 'lond': 123.27371262833333, 'longitude': '12316.4227577', 'latd': 44.56624393166667, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195758.00', 'gps_qual': '2', 'latitude': '4433.9734649', 'age_gps_data': '0.29', 'lon_direction': 'W', 'antenna_altitude': '54.117', 'easting': 2279712.543762095, 'geo_sep': '', 'northing': 103742.90814858582, 'lat_direction': 'N', 'lond': 123.27370715333333, 'longitude': '12316.4224292', 'latd': 44.566224415, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195758.00', 'gps_qual': '2', 'latitude': '4433.9734649', 'age_gps_data': '0.29', 'lon_direction': 'W', 'antenna_altitude': '54.117', 'easting': 2279712.543762095, 'geo_sep': '', 'northing': 103742.90814858582, 'lat_direction': 'N', 'lond': 123.27370715333333, 'longitude': '12316.4224292', 'latd': 44.566224415, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195804.00', 'gps_qual': '2', 'latitude': '4433.9746738', 'age_gps_data': '0.48', 'lon_direction': 'W', 'antenna_altitude': '57.767', 'easting': 2279712.1388538545, 'geo_sep': '', 'northing': 103745.16221165657, 'lat_direction': 'N', 'lond': 123.27371322166667, 'longitude': '12316.4227933', 'latd': 44.566244563333335, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195804.00', 'gps_qual': '2', 'latitude': '4433.9722083', 'age_gps_data': '0.42', 'lon_direction': 'W', 'antenna_altitude': '52.641', 'easting': 2279713.556269792, 'geo_sep': '', 'northing': 103740.54482671805, 'lat_direction': 'N', 'lond': 123.27369339333333, 'longitude': '12316.4216036', 'latd': 44.56620347166667, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '06', 'horizontal_dil': '2.5', 'altitude_units': 'M'}
1{'timestamp': '195759.00', 'gps_qual': '2', 'latitude': '4433.9735064', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '54.160', 'easting': 2279712.516100199, 'geo_sep': '', 'northing': 103742.98600036185, 'lat_direction': 'N', 'lond': 123.273707535, 'longitude': '12316.4224521', 'latd': 44.566225106666664, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195805.00', 'gps_qual': '2', 'latitude': '4433.9746828', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '57.693', 'easting': 2279712.109390609, 'geo_sep': '', 'northing': 103745.1799010653, 'lat_direction': 'N', 'lond': 123.2737136, 'longitude': '12316.4228160', 'latd': 44.56624471333333, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195805.00', 'gps_qual': '2', 'latitude': '4433.9722205', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '52.602', 'easting': 2279713.5416968493, 'geo_sep': '', 'northing': 103740.56793448143, 'lat_direction': 'N', 'lond': 123.27369358666667, 'longitude': '12316.4216152', 'latd': 44.566203675, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '06', 'horizontal_dil': '2.5', 'altitude_units': 'M'}
1{'timestamp': '195800.00', 'gps_qual': '2', 'latitude': '4433.9735357', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '54.265', 'easting': 2279712.525107748, 'geo_sep': '', 'northing': 103743.03998546023, 'lat_direction': 'N', 'lond': 123.273707445, 'longitude': '12316.4224467', 'latd': 44.566225595, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195806.00', 'gps_qual': '2', 'latitude': '4433.9747196', 'age_gps_data': '0.46', 'lon_direction': 'W', 'antenna_altitude': '57.645', 'easting': 2279712.062112054, 'geo_sep': '', 'northing': 103745.24971723836, 'lat_direction': 'N', 'lond': 123.273714225, 'longitude': '12316.4228535', 'latd': 44.56624532666667, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195801.00', 'gps_qual': '2', 'latitude': '4433.9735647', 'age_gps_data': '0.29', 'lon_direction': 'W', 'antenna_altitude': '54.290', 'easting': 2279712.5123966592, 'geo_sep': '', 'northing': 103743.09416057821, 'lat_direction': 'N', 'lond': 123.27370762833333, 'longitude': '12316.4224577', 'latd': 44.56622607833334, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195801.00', 'gps_qual': '2', 'latitude': '4433.9735647', 'age_gps_data': '0.29', 'lon_direction': 'W', 'antenna_altitude': '54.290', 'easting': 2279712.5123966592, 'geo_sep': '', 'northing': 103743.09416057821, 'lat_direction': 'N', 'lond': 123.27370762833333, 'longitude': '12316.4224577', 'latd': 44.56622607833334, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '195807.00', 'gps_qual': '2', 'latitude': '4433.9722619', 'age_gps_data': '0.60', 'lon_direction': 'W', 'antenna_altitude': '52.484', 'easting': 2279713.5172041184, 'geo_sep': '', 'northing': 103740.64549210202, 'lat_direction': 'N', 'lond': 123.27369392833333, 'longitude': '12316.4216357', 'latd': 44.566204365, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '06', 'horizontal_dil': '2.5', 'altitude_units': 'M'}
2{'timestamp': '195807.00', 'gps_qual': '2', 'latitude': '4433.9722619', 'age_gps_data': '0.60', 'lon_direction': 'W', 'antenna_altitude': '52.484', 'easting': 2279713.5172041184, 'geo_sep': '', 'northing': 103740.64549210202, 'lat_direction': 'N', 'lond': 123.27369392833333, 'longitude': '12316.4216357', 'latd': 44.566204365, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '06', 'horizontal_dil': '2.5', 'altitude_units': 'M'}
1{'timestamp': '195802.00', 'gps_qual': '2', 'latitude': '4433.9735870', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '54.334', 'easting': 2279712.501244375, 'geo_sep': '', 'northing': 103743.13586669974, 'lat_direction': 'N', 'lond': 123.27370778666666, 'longitude': '12316.4224672', 'latd': 44.56622645, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195808.00', 'gps_qual': '2', 'latitude': '4433.9745974', 'age_gps_data': '0.37', 'lon_direction': 'W', 'antenna_altitude': '57.146', 'easting': 2279712.0667814664, 'geo_sep': '', 'northing': 103745.02311373316, 'lat_direction': 'N', 'lond': 123.27371406833333, 'longitude': '12316.4228441', 'latd': 44.56624329, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '06', 'horizontal_dil': '1.9', 'altitude_units': 'M'}
1{'timestamp': '195803.00', 'gps_qual': '2', 'latitude': '4433.9736068', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '54.295', 'easting': 2279712.486889937, 'geo_sep': '', 'northing': 103743.17305016611, 'lat_direction': 'N', 'lond': 123.27370798333334, 'longitude': '12316.4224790', 'latd': 44.56622678, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '195803.00', 'gps_qual': '2', 'latitude': '4433.9736068', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '54.295', 'easting': 2279712.486889937, 'geo_sep': '', 'northing': 103743.17305016611, 'lat_direction': 'N', 'lond': 123.27370798333334, 'longitude': '12316.4224790', 'latd': 44.56622678, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195809.00', 'gps_qual': '2', 'latitude': '4433.9745396', 'age_gps_data': '0.68', 'lon_direction': 'W', 'antenna_altitude': '56.921', 'easting': 2279712.07382464, 'geo_sep': '', 'northing': 103744.91576534417, 'lat_direction': 'N', 'lond': 123.27371393333334, 'longitude': '12316.4228360', 'latd': 44.56624232666667, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '06', 'horizontal_dil': '1.9', 'altitude_units': 'M'}
1{'timestamp': '195804.00', 'gps_qual': '2', 'latitude': '4433.9736211', 'age_gps_data': '0.29', 'lon_direction': 'W', 'antenna_altitude': '54.251', 'easting': 2279712.480786307, 'geo_sep': '', 'northing': 103743.1997584654, 'lat_direction': 'N', 'lond': 123.27370807166666, 'longitude': '12316.4224843', 'latd': 44.566227018333336, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '195804.00', 'gps_qual': '2', 'latitude': '4433.9736211', 'age_gps_data': '0.29', 'lon_direction': 'W', 'antenna_altitude': '54.251', 'easting': 2279712.480786307, 'geo_sep': '', 'northing': 103743.1997584654, 'lat_direction': 'N', 'lond': 123.27370807166666, 'longitude': '12316.4224843', 'latd': 44.566227018333336, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '195810.00', 'gps_qual': '2', 'latitude': '4433.9723616', 'age_gps_data': '0.54', 'lon_direction': 'W', 'antenna_altitude': '52.206', 'easting': 2279713.3854055926, 'geo_sep': '', 'northing': 103740.83476818632, 'lat_direction': 'N', 'lond': 123.27369566833333, 'longitude': '12316.4217401', 'latd': 44.56620602666667, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '05', 'horizontal_dil': '2.5', 'altitude_units': 'M'}
2{'timestamp': '195810.00', 'gps_qual': '2', 'latitude': '4433.9723616', 'age_gps_data': '0.54', 'lon_direction': 'W', 'antenna_altitude': '52.206', 'easting': 2279713.3854055926, 'geo_sep': '', 'northing': 103740.83476818632, 'lat_direction': 'N', 'lond': 123.27369566833333, 'longitude': '12316.4217401', 'latd': 44.56620602666667, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '05', 'horizontal_dil': '2.5', 'altitude_units': 'M'}
1{'timestamp': '195805.00', 'gps_qual': '2', 'latitude': '4433.9736241', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '54.201', 'easting': 2279712.477801467, 'geo_sep': '', 'northing': 103743.20542013831, 'lat_direction': 'N', 'lond': 123.27370811166666, 'longitude': '12316.4224867', 'latd': 44.56622706833333, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '07', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
